SKU,Description,Actual Location,Location Type Name,Status,In Fixed Locations,In Inventory Locations
ASM4022_711_86462-LF,MDPC1 EMC COVER 1,E1002,Legbord,filled,Yes,Yes
ASM4022_711_86472-LF,MDPC1 EMC COVER 2,G1703,Legbord,filled,Yes,Yes
ASM4022_711_86482-LF,MDPC1 EMC COVER 3,F0802,Pallet,filled,Yes,Yes
ASM4022_711_86621-LF,MDPC1 SIDE MOUNTING COVER L,LZKL,,,Yes,Yes
ASM4022_711_86701-LF,MDPC1 DIN RAIL L=675MM,G1803,Legbord,filled,Yes,Yes
ASM4022_711_86752-LF,MDPC1 TRANS HANDLE L = 420.5MM,F0403,Legbord,filled,Yes,Yes
ASM4022_711_90412-LF,EXE SERC2 TOP FLOW BLCK MONO,G0603,Legbord,filled,Yes,Yes
ASM4022_711_97902-LF,DCDB ENCLOSURE ASSY,D1603,Legbord,filled,Yes,Yes
ASM4022_711_99101-LF,CP CANOPY WELD ASSY,HZKH,,,Yes,Yes
ASM4022_711_99821-P,GENERIC SOIU MK2.0,I1902,Legbord,filled,Yes,Yes
ASM4022_712_01972-LF,GUIDE RAIL FIXED WELD ASSY,G1101,Pallet,filled,Yes,Yes
ASM4022_712_02022-LF,EXE EL BOFC ECHAIN ASSY,EZKE,,,Yes,Yes
ASM4022_712_03181-LF,SERC FLOWBLOCKER FRONT OPEN,F1703,Legbord,filled,Yes,Yes
ASM4022_712_07261-LF,EXE5200 SERC2 CP2 BASE-ASSY,E1702,Legbord,filled,Yes,Yes
ASM4022_712_11962-LF,OICC GUIDE RAIL-FIXED WLD ASSY,H0001,Pallet,filled,Yes,Yes
ASM4022_712_12021-LF,EXE EI GUIDE FRAME,E0402,Legbord,filled,Yes,Yes
ASM4022_712_12101-LF,BASE FRAME SLIDER ASSY,D0902,Pallet,filled,Yes,Yes
ASM4022_712_67541-P,MAN ASW 48P MK4.2 UNIT ASWU,EZKE,,,Yes,Yes
ASM4022_712_81061-LF,NXE3800 SERC2 CP1 BASE-ASSY,F1002,Legbord,filled,Yes,Yes
ASM4022_716_02451-LF,WIRE DUCT 30X25 1455MM,E0002,Legbord,filled,Yes,Yes
ASM4022_716_02461-LF,WIRE DUCT 80X80 1360MM,E0102,Legbord,filled,Yes,Yes
ASM4022_716_02481-LF,MDPC1 DIN RAIL HIGH 675MM,F0602,Pallet,filled,Yes,Yes
ASM4022_716_02501-LF,MDPC1 WIRE DUCT 60X40 625MM,E0102,Legbord,filled,Yes,Yes
ASM4022_716_05151-LF,48V POWER DISTRIBUTION BOX,G0202,Legbord,filled,Yes,Yes
ASM4022_716_10102-LF,MDPC1 COVER 8 SUB ASSY,G0901,Pallet,filled,Yes,Yes
ASM4022_716_10121-LF,MDPC1 COVER 7 SUB ASSY,H0502,Pallet,filled,Yes,Yes
ASM4022_716_10141-LF,MDPC1 COVER 6 SUB ASSY,F1603,Legbord,filled,Yes,Yes
ASM4022_716_10161-LF,MDPC1 COVER 5 SUB ASSY,H0602,Legbord,filled,Yes,Yes
ASM4022_716_10181-LF,MDPC1 COVER 4 SUB ASSY,G1602,Legbord,filled,Yes,Yes
ASM4022_716_10201-LF,MDPC1 COVER 3 SUB ASSY,F1603,Legbord,filled,Yes,Yes
ASM4022_716_10221-LF,MPDC1 COVER 2 SUB ASSY,G1002,Legbord,filled,Yes,Yes
ASM4022_716_10242-LF,MDPC1 COVER 1 WELD ASSY,G0601,Pallet,empty,Yes,Yes
ASM4022_716_10271-LF,MDPC1 SIDE MNTING COVER L ASSY,LZKL,,,Yes,Yes
ASM4022_716_10291-LF,MDPC1 SIDE MNTING COVER R ASSY,LZKL,,,Yes,Yes
ASM4022_716_15402-LF,MDPC1 Q1 BB2 FLEX BUSBAR N,D1704,Legbord,filled,Yes,Yes
ASM4022_716_15551-LF,WIRE DUCT 30X25 657MM,E0202,Legbord,filled,Yes,Yes
ASM4022_716_15561-LF,WIRE DUCT 40X40 657MM,E0102,Legbord,filled,Yes,Yes
ASM4022_716_15571-LF,WIRE DUCT 45X67 682MM,E0202,Legbord,filled,Yes,Yes
ASM4022_716_15581-LF,WIRE DUCT 60X25 682MM,E0102,Legbord,filled,Yes,Yes
ASM4022_716_15591-LF,WIRE DUCT 80X80 682MM,E0202,Legbord,filled,Yes,Yes
ASM4022_716_17821-P,EI EMCB-T CONN BOX PE CBL ASSY,EZKE,,,Yes,Yes
ASM4022_716_18641-LF,WH PAS WHR ETHERNET BOX ASSY,E1101,Pallet,filled,Yes,Yes
ASM4022_716_43911-LF,DOOR HANDLE ASSY,E0603,Legbord,filled,Yes,Yes
ASM4022_716_43941-LF,GUTTER W40 H1800,LZKL,,,Yes,Yes
ASM4022_716_44131-LF,CP GASKET 38HE W600 D1200 FRAM,D0904,Legbord,filled,Yes,Yes
ASM4022_716_47001-LF,MONO CP GASKET 38 HE W800 D900,H0402,Pallet,filled,Yes,Yes
ASM4022_716_76571-P,VSRSR MK2,I1602,Legbord,filled,Yes,Yes
ASM4022_716_84661-P,MDPC1 MK2 BOTTOM ASSY,EZKE,,,Yes,Yes
ASM4022_716_84711-LF,MDPC1 MK2 CUSTM RITTAL PLATE 2,D1603,Legbord,filled,Yes,Yes
ASM4022_716_84991-LF,MDPC1 MK2 CUSTM RITTAL PLATE 4,G0502,Legbord,filled,Yes,Yes
ASM4022_716_90901-LF,MDPC1 MK2 COVER 1 WELD ASSY,F0902,Legbord,filled,Yes,Yes
ASM4022_716_90961-LF,WIRE DUCT 60X60 1600MM,A1501,Pallet,filled,Yes,Yes
ASM4022_716_91051-LF,MDPC1 MK2 COVER 2 SUB ASSY,G1802,Legbord,filled,Yes,Yes
ASM4022_716_91081-LF,MDPC1 MK2 COVER 3 WELD ASSY,F0702,Legbord,filled,Yes,Yes
ASM4022_716_91111-LF,MDPC1 MK2 COVER 4 SUB ASSY,G1602,Legbord,filled,Yes,Yes
ASM4022_716_91131-LF,WIRE DUCT 40X40 1600MM,A1501,Pallet,filled,Yes,Yes
ASM4022_716_91141-LF,MDPC1 MK2 AIR DIVIDER MONO,HZKH,,,Yes,Yes
ASM4022_716_91221-LF,MDPC1 MK2 COVER 5 WELD ASSY,B1902,Pallet,filled,Yes,Yes
ASM4022_716_91301-LF,MDPC1 MK2 TOP CONN PLT S-ASSY,EZKE,,,Yes,Yes
ASM4022_716_91591-LF,MDPC1 MK2 CUSTM RITTAL PLATE 1,I1502,Legbord,filled,Yes,Yes
ASM4022_716_92021-P,MDPC1 MK2 Q1 HANDLE,F1802,Legbord,filled,Yes,Yes
ASM4022_716_92081-LF,WIRE DUCT 60X25 675MM,E0402,Legbord,filled,Yes,Yes
ASM4022_716_92091-LF,WIRE DUCT 40X25 650MM,E0403,Legbord,filled,Yes,Yes
ASM4022_721_15341-LF,ASSR5 REAR PLT WLD ASSY,H0402,Pallet,filled,Yes,Yes
ASM4022_721_15361-LF,ASSR5 FNT PLT ASSY,G0402,Legbord,filled,Yes,Yes
ASM4022_722_05511-LF,WIRE DUCT 60X60 1000MM,E0402,Legbord,filled,Yes,Yes
ASM4022_722_20101-LF,RITTAL CABINET 800X1000X1800,EZKE,,,Yes,Yes
ASMLOAD_677_10942-LF,UPS BATTERY PACK 72V 9AH (LOAD,HZKH,,,Yes,Yes
BEI00023651,HEELGROUNDER MALE,K1103,Pallet,filled,Yes,Yes
BEI0006524,ETIKET LEUCHTGELB   76 X 76,K1102A,Legbord,filled,Yes,Yes
BEI0006857,ANTISTATIC AIR CUSHION FOIL,I1903,Pallet,filled,Yes,Yes
BEI0006874,BOX CARDBRD 229X154X61 WH,J0904,Pallet,filled,Yes,Yes
BEI0007595-LF,ESD GLOVE COPPER WIRE SIZE M,K0302A,Legbord,filled,Yes,Yes
BEI0008235-LF,ESD SHIELDED BAG 305X457,HZKH,,,Yes,Yes
BEI0008605,BUBBLE SHEET 0.3M FINE GRADE,K2103,Pallet,filled,Yes,Yes
BEI0012975-LF,BOX 521X394X64MM,J1704,Pallet,filled,Yes,Yes
BEI0012976-LF,AM-BOX GLUED 485X305X145,LZKL,,,Yes,No
BEI0012997-LF,AM-BOX GLUED 220X180X120,LZKL,,,Yes,Yes
BEI0012999-LF,A_BOX 300X220X75,LZKL,,,Yes,Yes
BEI0013000-LF,AM-BOX GLUED  485X305X290,LZKL,,,Yes,Yes
BEI0015813-LF,AM-BOX GLUED 485X305X435,LZKL,,,Yes,Yes
BEI0020659-LF,TAPE  PP SELF ADH 0.056X50 TRP,K0702,Pallet,filled,Yes,Yes
BEI0020662-LF,PLATE 950X1150,LZKL,,,Yes,Yes
BEI0020673-LF,STRETCH FOIL PE 500MM,LZKL,,,Yes,Yes
BEI0020684-LF,AM-BOX GLUED,LZKL,,,Yes,Yes
BEI0021200,ETIKET  LEUCHT ROT  76 X 76,K1103,Pallet,filled,Yes,Yes
BEI0021520,ADH.ENTRANCE MAT18INX45IN 30SH,LZKL,,,Yes,Yes
BEI0021525,PAPER CLEANROOM A4 WHITE,K1202A,Legbord,filled,Yes,Yes
BEI0021531,GLOVE AMBI SIZE L  BLUE,LZKL,,,Yes,Yes
BEI0021532,GLOVE AMBI SIZE M  BLUE,LZKL,,,Yes,Yes
BEI0021533,GLOVE AMBI SIZE S  BLUE,LZKL,,,Yes,Yes
BEI0022202-LF,CREASED PLATE,J1204,Pallet,filled,Yes,Yes
BEI0022625-LF,CONTEC ESD WIPES 9X9,K0903,Pallet,filled,Yes,Yes
BEI0023126,ESD DISPOSABLE HEELSTRAP,J0103,Pallet,filled,Yes,Yes
BEI0023394-LF,LABEL MATTE 102X152,K1102A,Legbord,filled,Yes,Yes
BEI0023418,TX1039   70%  IPA 9X9,LZKL,,,Yes,Yes
BEI0025228-LF,ANTI STAT RUBBER BAND 6X100MM,K1203,Pallet,filled,Yes,Yes
BEI0025330-LF,ESD BAG (457X457MM),F0706,Pallet,filled,Yes,Yes
BEI0025354,CORRUGATED CARD-BOARD BOX 860X,EZKE,,,Yes,No
BEI0025399,CLEANROOM PAPER  A3 WHITE,K1102A,Legbord,filled,Yes,Yes
BEI0026366,SHIELDED BAG 254X660MM,HZKH,,,Yes,Yes
BEI0027368,PINK LDPE TUBE FOIL CR 700MMX2,LZKL,,,Yes,Yes
BEI0027672,"ESD FOLIE 1200MMX0,04MMX500M",LZKL,,,Yes,Yes
BEI0027761-LF,FOAM DISIPATIVE PINK 400X300X2,H1905,Pallet,filled,Yes,Yes
BEI0027763-LF,BOX CARDBOARD 320X320X65MM BRE,D1806,Pallet,filled,Yes,Yes
BEI0027764-LF,FOAM ANTISTATIC PINK 315X315X2,EZKE,,,Yes,Yes
BEI0027765-LF,BOX SAFESHIELD 330X180X70MM PI,LZKL,,,Yes,Yes
BEI0027780-LF,BOX SAFESHIELD 200X140X55MM WI,LZKL,,,Yes,No
BEI0027781-LF,BAG HIGHSHIELD 152X203MM,K0802A,Legbord,filled,Yes,Yes
BEI0028027,"SAFESHIELD DOOS,150X70X45MM WI",LZKL,,,Yes,No
BEI0028970,BOX SAFESHIELD 30X30X10CM WITH,LZKL,,,Yes,No
BEI0028971,ESD WIPES 230X230MM,K0803,Pallet,empty,Yes,Yes
BEI0028972,CARDBOARD BOX 60X60X30CM,LZKL,,,Yes,Yes
BEI0031246,CORRUGATED SHEET 300X2500X0 BK,LZKL,,,Yes,Yes
BEI0031649,AM-BOX GLUED,LZKL,,,Yes,Yes
BEI0036252,CONDUCTIVE BUBBLE WRAP,K1903,Pallet,filled,Yes,Yes
BEI0038726,SALT TABLETS NACL 25KG,LZKL,,,Yes,Yes
BEI0042028,DRI-SHIELD 3000  10 X 20 INCH,F0104,Legbord,filled,Yes,Yes
BEI0042029,DRI-SHIELD 3000  16 X 18 INCH,F0104,Legbord,filled,Yes,Yes
BEI0042652,"ASTUBE FOIL 1000*250M*0,15",LZKL,,,Yes,Yes
BEI0053999,CASE ESD SAFE WITH 2 HANDLES A,K0203,Pallet,filled,Yes,Yes
BEI0054076,PACKAGING FOR LPM,EZKE,,,Yes,Yes
BEI0054325,DOCUMENT POUCH,LZKL,,,Yes,Yes
BEI0054416,TEST PROBE - GKS-050 291 050 A,K0103,Pallet,filled,Yes,Yes
BEI0054417,TEST PROBE - GKS-075 291 064 A,K0103,Pallet,filled,Yes,Yes
BEI0054418,TEST PROBE - GKS-100 291 090 A,K0103,Pallet,filled,Yes,Yes
BEI0054419,SWITCH PROBE - SKS-215 002 180,K0103,Pallet,filled,Yes,Yes
BEI0054420,SPRING PLUNGER GN 614.5-10-KD,K0003,Pallet,empty,Yes,Yes
BEI0054421,STOPPER BOLTS - HEX SOCKET HEA,K0003,Pallet,empty,Yes,Yes
BEI0054429,GLOVES BOX (100PCS) NITRILE PO,F0403,Legbord,filled,Yes,Yes
BEI0054430,GLOVES BOX (100PCS) NITRILE PO,F0304,Legbord,filled,Yes,Yes
BEI0054431,GLOVES BOX (100PCS) NITRILE PO,F0204,Legbord,filled,Yes,Yes
BEI0054703,LABEL - 57X51MM - THERMO TOP -,J0003,Pallet,filled,Yes,Yes
BEI0055992,SOLDER CHUNKS SAC305 20KG,B1902,Pallet,filled,Yes,Yes
BEI0055993,SOLDER BARS SN63PB37 25KG,B1902,Pallet,filled,Yes,Yes
BEI0056559,UV LAMP VLR 2,K1103,Pallet,filled,Yes,Yes
BEI0056959,"LYRECO ELASTIEKEN, 1,5 X 90 MM",J0003,Pallet,filled,Yes,Yes
BEI0057213,SAQB PACK,HZKH,,,Yes,Yes
BEI0057524,FILTER MAT PSB/2HY/AQUBE FILTE,J0702,Legbord,filled,Yes,Yes
BEI0059099,POLYPROPYLENE FILTER CARTRIDGE,K1103,Pallet,filled,Yes,Yes
BEI0059102,POLYPROPYLENE FELT FILTER BAG,B2003,Pallet,empty,No,Yes
BEI0060094,ADAPTER ASM O 10CC BL 1.8M,K0003,Pallet,empty,Yes,Yes
BEI0060095,ADAPTER ASM O 30/55CC BL 1.8M,K0003,Pallet,empty,Yes,Yes
BEI0060096,ADAPTER ASM O 3CC BL W/FILTER,K0003,Pallet,empty,Yes,Yes
BEI0060773,ESD-SAFE ECOSTAT TABLE MAT ROY,LZKL,,,Yes,Yes
BEI0060831,MSL LABELS,K0003,Pallet,empty,Yes,Yes
BEI0060832,DRY LABELS,K0103,Pallet,filled,Yes,Yes
BEI0060881,WRISTBAND COILCORD BLUE10 MM S,K0203,Pallet,filled,Yes,Yes
BEI0060917,NUT M18X1 3S AL,K0103,Pallet,filled,Yes,Yes
BEI0060948,ESD WHITE POST IT,K0003,Pallet,empty,Yes,Yes
COL6000_107_00137,USB CABLE,EZKE,,,Yes,Yes
COL6023_243_00072,A-COVER,G1704,Pallet,filled,Yes,Yes
COL6023_243_00082,B-COVER,G1804,Pallet,filled,Yes,Yes
COL6023_246_00017,TRANSMITTER PCBA,E1203,Legbord,filled,Yes,Yes
COL6023_246_00044,CHARGER PCBA,E1403,Legbord,filled,Yes,Yes
COL6023_247_00002,TRAY CHARGER,G2004,Pallet,filled,Yes,No
COL6023_247_00002,TRAY CHARGER,HZKH,,,No,Yes
COL6023_247_00003,MASTER CARDBOX,G2104,Pallet,filled,Yes,No
COL6023_247_00003,MASTER CARDBOX,HZKH,,,No,Yes
COL6023_247_00004,TRAY TRANSMITTER,G1904,Pallet,empty,Yes,Yes
KDN6000_107_00063,POWER SUPPLY MEP200A24J,F0103,Legbord,filled,Yes,Yes
KDN6028_107_00011,MOTION CORE,D0404,Legbord,filled,Yes,Yes
KDN6028_108_00022,MCS PRYOR CUSTOM MOUNT POLE-RA,D0003,Legbord,filled,Yes,Yes
KDN6028_240_00132,MCS DISPLAY ASSY,D0004,Legbord,filled,Yes,Yes
KDN6028_240_12701,ESD ZIPBAG 400X500MM,D0303,Legbord,filled,Yes,Yes
KDN6028_243_00013,MCS REAR CASE,EZKE,,,Yes,Yes
KDN6028_243_00063,MCS BATTERY DOOR,D0104,Legbord,filled,Yes,Yes
KDN6028_244_00121,POWER CORD EU,F0303,Legbord,filled,Yes,Yes
KDN6028_244_00131,POWER CORD US,F0203,Legbord,filled,Yes,Yes
KDN6028_244_10311,DISTAL CABLE ALDEN,HZKH,,,Yes,Yes
KDN6028_246_00225,MCS CONTROLLER MAIN UNIT GEN1,E1403,Legbord,filled,Yes,Yes
KDN6028_246_00623,MCS CONTROLLER SOCKET UNIT,E1103,Legbord,filled,Yes,Yes
KDN6028_247_00021,MCS IFU,F0103,Legbord,filled,Yes,Yes
KDN6028_247_00042,MCS CONTROLLER BOX,EZKE,,,Yes,Yes
KDN6028_247_00052,MCS FOAM INLAY TOP,EZKE,,,Yes,Yes
KDN6028_247_00062,MCS FOAM INLAY BOTTOM,EZKE,,,Yes,Yes
KDN6028_247_00072,MCS CABLES BOX,EZKE,,,Yes,Yes
KDN6028_247_00082,MCS SHIPMENT BOX,EZKE,,,Yes,Yes
KDN6028_247_10201,TRANSPORT PACKAGING MCS SHAFT,EZKE,,,Yes,Yes
KDN6028_247_10202,TRANSPORT PACKAGING MCS SHAFT,EZKE,,,Yes,Yes
KID7002_240_00172,CABIN HOUSING CASE ASSY (LEGAC,E0104,Legbord,filled,Yes,Yes
LXD-ASY-000002_01,EOL TEST CONSUMABLES,LZKL,,,Yes,Yes
LXD-MNL-000003_07,VELO INST. MANUAL,LZKL,,,Yes,Yes
LXD-OTS-000175,POWER SUPPLY (PSU) TDK 250W,EZKE,,,Yes,Yes
LXD-OTS-000175_01,TDK 250W AC-DC 24V SMPS,EZKE,,,Yes,Yes
LXD-PRT-000002_02,"BOTTOM COVER, PANEL MOUNT",EZKE,,,Yes,Yes
LXD-PRT-000004_02,TOP COVER,EZKE,,,Yes,Yes
LXD-PRT-000078_10,LED SCREEN,HZKH,,,Yes,Yes
LXD01600-1077_A,PACKING FOAM SET,EZKE,,,Yes,Yes
LXD01600-2193_F,LID COVER,EZKE,,,Yes,Yes
LXD01600-2274_F,"OUTER COVER, PANEL MOUNT",EZKE,,,Yes,Yes
LXD01600-2340_C,BETA CHASSIS PLATE ASSY,EZKE,,,Yes,Yes
LXD01600-2349_D-C,TOP COVER,HZKH,,,Yes,Yes
LXD01600-2359_C-C,"BOTTOM COVER, PANEL MOUNT",HZKH,,,Yes,Yes
LXD01600-3164_D-C,LED SCREEN YES OPTOELECTONICS,HZKH,,,Yes,Yes
LXD01600-3337,POWER SUPPLY (PSU),E0805,Legbord,filled,Yes,Yes
LXD01600-3342,STANDARD AMERICAN FOLDING BOX,EZKE,,,Yes,Yes
LXD01600-3343,STANDARD CABLE BOX 220X176X60M,E1504,Legbord,filled,Yes,Yes
LXD6031_243_00011,QC NEGATIVE TEST SWABS,LZKL,,,Yes,Yes
SMS0069_243_00092-LF,CAMERA HOUSING TOP,HZKH,,,Yes,Yes
SMS0069_243_00151-LF,BOTTOM CAMERA HOUSING NO LG,HZKH,,,Yes,Yes
SMS0069_246_00035-LF,SDT PROCESSOR BOARD UNIT,H1702,Legbord,filled,Yes,Yes
SMS0069_246_00074-LF,SDT CAMERA BOARD 1 UNIT,H1802,Legbord,filled,Yes,Yes
SMS0069_246_00174-LF,SDT CAMERA BOARD 2 AND 3 UNIT,H1602,Legbord,filled,Yes,Yes
SMS0069_247_00011-LF,SIEMENS SHIPMENT BOX,LZKL,,,Yes,Yes
SMS0069_247_00021-LF,SIEMENS SHIPMENT BOX INLAY,LZKL,,,Yes,Yes
SMS0069_247_00031,PRODUCT BOX INLAY,J1604,Pallet,filled,Yes,Yes
SMS4022_107_00784-LF,CAT5E CABLE,HZKH,,,Yes,Yes
THL0822_011_59014-LF,SLEEVE SHRINKABLE 9.5MM,K1703,Pallet,empty,Yes,Yes
THL3522_346_03345,HEATSINK,LZKL,,,Yes,Yes
THL3522_346_80352-LF,COOL-PLATE,D0203,Legbord,filled,Yes,No
THL3522_348_05927A,TRX6_BASE,D0002,Kaartenbakje,filled,Yes,No
THL3522_348_05929A,TRX6_BASE,D0003,Legbord,filled,Yes,Yes
THL3522_348_05934A,TRX6_COVER,LZKL,,,Yes,No
THL3522_348_05937A,EXCO TRX6_COVER,LZKL,,,Yes,No
THL3522_348_05974A,EPC COVER,G0604,Pallet,filled,Yes,Yes
THL3522_359_03073,COOLER CCT PTH,A1001,A-stelling,filled,No,Yes
THL3522_359_03093,CONNECTOR-55P10P-MIRAD CCT PTH,A1001,A-stelling,filled,No,Yes
THL901100000202,LPM BASE PLATE,D0102,Legbord,filled,Yes,Yes
THL91902958-LF,1310NM SFF GIGAB ETH OPT TRANS,E1602,Legbord,filled,Yes,No
THL91957807-LF,DC-DC CONV 1-OUT 24V 4A 105W,D0503,Legbord,filled,Yes,Yes
THL91957838-LF,DC-DC CONV 1 OUT 48V 2A 105W,D0302,Legbord,filled,Yes,No
THL92139504-LF,SUBMINIATURE CYLINDRICAL CONNE,D0402,Legbord,filled,Yes,Yes
THL92234293,"QUARTER BRICK CONVERTER, INPUT",D0202,Legbord,empty,Yes,Yes
THL9556_822_49453,RS232-A PTH,E0802,Legbord,filled,Yes,Yes
